0	237	1
0	308	1
0	786	1
0	1453	1
1	1098	1
2	354	1
2	508	1
3	1407	1
4	445	1
4	709	1
4	789	1
6	230	1
6	742	1
6	780	1
6	954	1
7	772	1
8	522	1
9	109	1
9	237	1
9	461	1
9	565	1
9	649	1
9	1485	1
10	265	1
10	285	1
10	348	1
10	440	1
10	607	1
10	717	1
10	789	1
10	840	1
10	871	1
10	958	1
10	1257	1
10	1436	1
11	38	1
11	185	1
11	519	1
13	143	1
13	155	1
13	471	1
13	708	1
13	709	1
13	936	1
13	948	1
13	1001	1
13	1059	1
13	1224	1
13	1235	1
13	1452	1
14	1526	1
15	461	1
17	6	1
17	265	1
17	440	1
17	471	1
17	504	1
17	671	1
17	807	1
17	827	1
17	840	1
17	871	1
17	1056	1
17	1340	1
17	1461	1
18	98	1
19	91	1
19	412	1
19	769	1
19	807	1
19	948	1
19	1056	1
19	1288	1
20	38	1
20	280	1
20	519	1
20	1001	1
20	1390	1
20	1407	1
21	91	1
22	162	1
22	503	1
22	506	1
22	1001	1
22	1154	1
22	1343	1
22	1409	1
22	1459	1
22	1461	1
23	339	1
23	1160	1
24	62	1
24	111	1
24	132	1
24	160	1
24	219	1
24	225	1
24	388	1
24	396	1
24	469	1
24	610	1
24	672	1
24	694	1
24	767	1
24	859	1
24	922	1
24	947	1
24	976	1
24	998	1
24	1156	1
24	1178	1
24	1182	1
24	1225	1
24	1247	1
24	1248	1
24	1260	1
24	1322	1
24	1324	1
24	1325	1
24	1327	1
24	1349	1
24	1501	1
24	1520	1
25	38	1
25	154	1
25	155	1
25	199	1
25	269	1
25	406	1
25	519	1
25	585	1
26	56	1
26	237	1
26	313	1
26	319	1
26	503	1
26	649	1
26	936	1
26	1407	1
26	1553	1
27	154	1
27	439	1
28	769	1
28	772	1
32	6	1
32	546	1
32	607	1
32	823	1
32	827	1
32	840	1
32	958	1
32	1246	1
32	1254	1
32	1340	1
34	178	1
34	611	1
34	1213	1
36	664	1
37	151	1
37	243	1
37	392	1
37	461	1
37	522	1
37	920	1
37	1123	1
37	1219	1
40	237	1
40	565	1
40	649	1
40	1173	1
40	1257	1
40	1259	1
41	1355	1
43	331	1
43	714	1
43	1056	1
43	1262	1
43	1555	1
44	130	1
44	1481	1
46	1	1
46	15	1
46	37	1
46	165	1
46	175	1
46	194	1
46	259	1
46	301	1
46	316	1
46	376	1
46	388	1
46	415	1
46	418	1
46	490	1
46	509	1
46	525	1
46	614	1
46	641	1
46	774	1
46	794	1
46	800	1
46	838	1
46	1002	1
46	1004	1
46	1076	1
46	1083	1
46	1205	1
46	1215	1
46	1277	1
46	1281	1
46	1294	1
46	1318	1
46	1324	1
46	1325	1
46	1439	1
46	1467	1
46	1491	1
46	1525	1
47	36	1
47	38	1
47	155	1
49	243	1
49	665	1
49	1288	1
52	336	1
52	337	1
52	899	1
53	236	1
53	1157	1
54	5	1
54	243	1
54	285	1
54	333	1
54	683	1
54	717	1
54	819	1
54	961	1
54	1020	1
54	1257	1
54	1461	1
55	1518	1
56	456	1
58	772	1
59	1549	1
60	243	1
60	561	1
61	652	1
61	687	1
61	1157	1
64	519	1
64	585	1
64	839	1
64	1048	1
65	243	1
65	412	1
65	664	1
65	808	1
65	1066	1
65	1162	1
65	1421	1
66	253	1
66	265	1
66	471	1
66	576	1
66	671	1
66	823	1
66	874	1
66	958	1
66	1056	1
66	1214	1
66	1380	1
66	1436	1
66	1461	1
67	155	1
67	519	1
67	948	1
67	1001	1
67	1213	1
67	1288	1
68	6	1
68	138	1
68	253	1
68	261	1
68	394	1
68	481	1
68	501	1
68	652	1
68	671	1
68	691	1
68	751	1
68	790	1
68	804	1
68	808	1
68	874	1
68	911	1
68	965	1
68	977	1
68	989	1
68	1152	1
68	1191	1
68	1436	1
68	1456	1
68	1514	1
69	528	1
69	765	1
70	6	1
70	710	1
70	764	1
70	814	1
70	871	1
70	965	1
70	1214	1
70	1436	1
71	6	1
71	265	1
73	97	1
73	102	1
73	162	1
73	259	1
73	445	1
73	635	1
73	663	1
73	717	1
73	807	1
73	878	1
73	1018	1
73	1051	1
73	1056	1
73	1059	1
73	1070	1
73	1151	1
73	1192	1
73	1259	1
73	1378	1
73	1481	1
74	155	1
74	948	1
74	1459	1
74	1553	1
75	1259	1
76	717	1
76	1020	1
78	91	1
78	200	1
78	474	1
78	492	1
78	496	1
78	663	1
78	785	1
78	891	1
78	1342	1
78	1394	1
78	1444	1
78	1474	1
79	91	1
80	1056	1
81	505	1
81	534	1
81	729	1
81	761	1
81	948	1
81	1051	1
81	1209	1
81	1308	1
81	1553	1
82	366	1
82	406	1
